VIN	customer	service_writer	start_date	completion_date	odometer	labor_cost	repair_desc
JN60KNMSBK2322558	B3135098307	user30	3/20/2021	3/23/2021	122241	72.89	install separate rear audio; install intelligent alternator; 
JN60KNMSBK2322558	A5920668662	user15	5/7/2021	5/23/2021	280375	255.12	adjust accelerator pedal linkage; adjust retractable mirrors; 
JN60KNMSBK2322558	59-1521466	user13	5/30/2021	6/14/2021	302807	145.78	configure audio remote control; reduce blind spot; 
JN60KNMSBK2322558	B4901838775	roland	6/21/2021	6/22/2021	310908	18.22	improve cylinder configuration; attach exterior camera; 
JN60KNMSBK2322558	09-3973558	user29	7/7/2021	7/30/2021	410880	18.22	change memory settings of the onboard computer; 
JN60KNMSBK2322558	B9701873535	user12	8/3/2021	8/14/2021	416392	218.68	fix broken tow hooks; change brake linings; 
JN60KNMSBK2322558	87-8049695	roland	8/15/2021	8/16/2021	422723	18.22	change memory settings of the onboard computer; upgrade navigation system; 
JN60KNMSBK2322558	A9499931848	user17	8/20/2021	8/23/2021	460028	72.89	prevent fuel pump shutoff; 
JN60KNMSBK2322558	C6938144357	user15	8/29/2021	9/7/2021	471264	182.23	improve cylinder configuration; correct abs; 
JO02RNGT1O8396523	B7932999712	user33	7/7/2020	9/6/2020	471538	1523.49	prevent fuel pump shutoff; replace radiator hoses; 
JO02RNGT1O8396523	A4114790699	user30	9/18/2020	10/12/2020	566804	589.74	change memory settings of the onboard computer; reduce fuel consumption; 
JO02RNGT1O8396523	D4638312523	user15	11/19/2020	1/16/2021	689119	1425.2	configure audio remote control; replace water pump; 
JO02RNGT1O8396523	45-6711652	user15	1/22/2021	1/27/2021	705970	122.86	install optional equipment; set up satellite radio; 
JO02RNGT1O8396523	B1905472111	user15	4/15/2021	4/28/2021	743243	98.29	reconfigure service reminder light; 
JO02RNGT1O8396523	34-1167025	user15	4/29/2021	5/14/2021	748411	98.29	install roof spoiler; correct abs; 
JO02RNGT1O8396523	D3516184517	user17	7/20/2021	7/28/2021	1409774	73.72	fix steering damper; 
JOWEZ54DY63622106	C2527866885	user29	4/4/2021	4/29/2021	42637	235.02	install turbocharger; reduce blind spot; 
JOWEZ54DY63622106	97-1463799	user30	6/11/2021	6/20/2021	103524	117.51	fix power activated release; change oil filter; 
JOWEZ54DY63622106	A0923389692	user17	7/2/2021	9/4/2021	143331	505.29	install intelligent alternator; 
JOX151ZR3GE955194	B6287650227	user17	5/28/2021	6/2/2021	115007	50.37	fix rear hvac; 
JOX151ZR3GE955194	C2486363271	user12	6/25/2021	7/23/2021	287544	40.3	replace serpentine belt; repair direct injection system; 
JOX151ZR3GE955194	D4949425401	user30	8/14/2021	8/16/2021	302579	30.22	replace diverter valve; replace ace filter; 
JOX151ZR3GE955194	D0751253658	user15	8/18/2021	9/2/2021	324577	20.15	adjust regenerative braking; remove oversteer; 
JOX151ZR3GE955194	D9726048247	user30	9/8/2021	9/15/2021	392896	40.3	install roof spoiler; attach exterior camera; 
JQNHRUG2454456763	C0840217146	user12	5/19/2021	6/20/2021	129127	313.88	change timing belt; replace diverter valve; 
JQNHRUG2454456763	D9868570966	user33	6/22/2021	9/21/2021	144974	286.59	check drive axle boots; adjust turn signals; 
JS3TNLHZADY983948	A6562833622	user13	10/28/2020	11/16/2020	40110	402.97	repair seatbelt force limiters; adjust accelerator pedal linkage; 
JS3TNLHZADY983948	B6594307920	user17	11/22/2020	12/24/2020	70140	339.34	change suspension fluid; change speaker configuration; 
JS3TNLHZADY983948	C8387651854	user17	2/3/2021	3/10/2021	420797	593.85	install active pedestrian protection system; improve engine performance; 
JS3TNLHZADY983948	B4901838775	user12	3/25/2021	4/7/2021	533461	254.51	fix rear defroster; change steering rack; 
JS3TNLHZADY983948	B4430396935	user33	4/24/2021	6/20/2021	676530	933.19	change air conditioner refrigerant; 
JS3TNLHZADY983948	B6287650227	roland	7/10/2021	9/1/2021	858424	169.67	fix steering damper; reduce blind spot; 
JTQ8ES8FFQS897370	C8180681803	user30	2/15/2021	2/21/2021	177224	76.63	install intelligent alternator; prevent fuel pump shutoff; 
JTQ8ES8FFQS897370	D2205967267	user33	3/9/2021	3/20/2021	249352	102.17	change steering rack; improve engine performance; 
JTQ8ES8FFQS897370	09-5111889	user29	4/25/2021	5/11/2021	368902	51.08	install curtain airbags; set up satellite radio; 
JTQ8ES8FFQS897370	D0369069698	user33	5/31/2021	6/24/2021	602308	127.71	install anti-theft alarm; attach exterior camera; 
JTQ8ES8FFQS897370	B6287650227	user29	6/25/2021	6/25/2021	613083	12.77	improve cylinder configuration; improve cylinder configuration; 
JTQ8ES8FFQS897370	A7476663773	user15	7/15/2021	7/28/2021	782829	76.63	replace steering column lock; repair shiftable automatic transmission; 
JYK127G1ZR6964275	34-0807225	user33	11/21/2020	1/13/2021	159476	1364.9	change speaker configuration; adjust hybrid performance; 
JYK127G1ZR6964275	B9153577327	user12	3/23/2021	5/5/2021	580924	1405.04	replace liftgate window; 
JYK127G1ZR6964275	B7649567338	user17	5/31/2021	6/6/2021	827677	281.01	replace steering column lock; fix sunroof; 
JYK127G1ZR6964275	C0659557688	user29	6/28/2021	8/25/2021	864542	1605.76	fix external temperature display; 
JYOF3P3XBEW904056	A5182568516	user33	3/16/2021	3/29/2021	211700	268.18	reduce blind spot; check drive axle boots; 
JYOF3P3XBEW904056	D7871290693	user33	4/17/2021	4/25/2021	299009	20.63	change suspension fluid; replace steering column lock; 
JYOF3P3XBEW904056	D7871290693	user17	5/17/2021	5/21/2021	406409	41.26	install parking sensors; 
JYOF3P3XBEW904056	D4535340558	user30	5/22/2021	7/4/2021	415846	722.01	fix ventilated seats; change steering rack; 
JYOF3P3XBEW904056	A6107738399	user17	9/4/2021	9/24/2021	835096	61.89	reduce carbon footprint; adjust running boards; 
K1LNBMVU8BB464447	B7932999712	user15	10/7/2020	2/15/2021	75691	1167.97	fix air filter restriction indicator; replace brake pedal spring; 
K1LNBMVU8BB464447	B4747383483	user15	2/25/2021	2/26/2021	80963	53.09	repair shiftable automatic transmission; install curtain airbags; 
K1LNBMVU8BB464447	B7932999712	user13	3/18/2021	4/10/2021	240522	53.09	configure universal remote control; change brake linings; 
K1LNBMVU8BB464447	D0979557056	user33	4/23/2021	7/10/2021	327291	1327.24	adjust ignition timing; set up auto-delay headlights; 
K1LNBMVU8BB464447	D9854901324	user33	8/7/2021	8/11/2021	557976	53.09	fix steering damper; install turbocharger; 
K1LNBMVU8BB464447	19-3136322	user30	9/15/2021	9/25/2021	767784	132.72	add knee airbags; change speaker configuration; 
K2M25QOYYPY944058	10-0374336	user33	4/22/2021	4/23/2021	83774	23.54	replace stabilizer bar; adjust reverse tilt mirrors; 
K2M25QOYYPY944058	D6598074250	roland	5/5/2021	6/10/2021	134890	164.79	correct abs; adjust turn signals; 
K2M25QOYYPY944058	B8560719297	roland	6/11/2021	6/16/2021	144489	70.62	check drive axle boots; 
K2M25QOYYPY944058	D4268387122	user30	6/20/2021	6/24/2021	153214	11.77	set up satellite radio; fix nvh dampening system; 
K2M25QOYYPY944058	A3642699140	user12	6/25/2021	7/11/2021	163248	188.33	adjust block heater; improve engine performance; 
K2M25QOYYPY944058	B9986557803	user17	7/15/2021	7/29/2021	196360	35.31	replace brake pedal spring; 
K2M25QOYYPY944058	D5106706321	user29	8/1/2021	8/17/2021	201763	129.48	repair seatbelt force limiters; install separate rear audio; 
K2M25QOYYPY944058	D0985294389	user33	8/28/2021	8/30/2021	303072	35.31	add knee airbags; fix nvh dampening system; 
K2M25QOYYPY944058	B2456071697	user15	8/31/2021	9/25/2021	313722	35.31	adjust accelerator pedal linkage; install smoked glass; 
K3E7PBHMZQD422776	B0490229322	user30	6/14/2020	9/18/2020	1705318	2075.41	replace ace filter; change brake linings; 
K3E7PBHMZQD422776	19-3136322	user17	11/29/2020	3/7/2021	1904628	1135.6	make polarization coating; fix nvh dampening system; 
K3E7PBHMZQD422776	A2150826458	user33	3/21/2021	3/21/2021	1983664	39.16	install anti-theft alarm; refurbish power steering; 
K3E7PBHMZQD422776	D8549360259	user17	4/4/2021	4/19/2021	2089363	313.27	refurbish power steering; adjust block heater; 
K3E7PBHMZQD422776	B3135098307	user33	5/18/2021	5/18/2021	2171582	39.16	fix rear hvac; change memory settings of the onboard computer; 
K3E7PBHMZQD422776	B1047114421	roland	6/28/2021	7/2/2021	2453510	117.48	install on-board diagnosis system; install curtain airbags; 
KABPXCO5NG6346564	B6629932093	roland	7/9/2021	9/6/2021	245923	2933.14	change timing belt; adjust running boards; 
KBXXCK3OQ7B192491	C2530704207	user30	3/23/2021	4/7/2021	357827	27.66	change air conditioner refrigerant; install curtain airbags; 
KBXXCK3OQ7B192491	D9983832656	roland	6/9/2021	6/22/2021	1078776	27.66	fix external temperature display; install separate rear audio; 
KBXXCK3OQ7B192491	A2150826458	user12	7/6/2021	9/21/2021	1124580	470.24	install optional equipment; change purge valve; 
KDDOFMA5505536025	A2356695475	user17	5/15/2021	5/24/2021	83946	68.11	correct abs; fix cylinder head bolts; 
KDDOFMA5505536025	B3135098307	user15	5/28/2021	6/15/2021	106266	147.58	repair shiftable automatic transmission; improve engine performance; 
KDDOFMA5505536025	B2503869534	user29	6/21/2021	6/23/2021	156456	34.06	adjust reverse tilt mirrors; 
KDDOFMA5505536025	C6938144357	user12	7/1/2021	7/3/2021	204628	34.06	change wheel cylinders; improve engine performance; 
KDDOFMA5505536025	C9725877677	user17	7/5/2021	7/18/2021	205151	102.17	prevent fuel pump shutoff; replace radiator core & ac condenser; 
KDDOFMA5505536025	34-0807225	user29	8/15/2021	8/26/2021	281713	136.23	adjust accelerator pedal linkage; install dusk-sensing headlights; 
KDDOFMA5505536025	86-6324444	user17	9/3/2021	9/21/2021	317396	11.35	fix a-pillar; install curtain airbags; 
KEJ5NNEZM57998731	85-3032731	user29	5/20/2021	5/31/2021	46598	16.59	install dusk-sensing headlights; repair direct injection system; 
KEJ5NNEZM57998731	B8426722523	user17	6/25/2021	6/27/2021	250130	49.77	set up satellite radio; adjust block heater; 
KEJ5NNEZM57998731	B0667673329	user29	7/8/2021	7/9/2021	353861	16.59	change air conditioner refrigerant; 
KEJ5NNEZM57998731	C7749249695	user29	7/11/2021	7/14/2021	355909	16.59	adjust low fuel warning indicator; change purge valve; 
KEJ5NNEZM57998731	B1302071867	roland	7/24/2021	8/9/2021	390655	232.24	improve cylinder configuration; attach spoiler; 
KEJ5NNEZM57998731	B5647927687	user29	8/24/2021	8/24/2021	409487	16.59	reduce carbon footprint; 
KEJ5NNEZM57998731	A2150826458	user15	9/9/2021	9/11/2021	512983	16.59	replace brake pedal spring; set up satellite radio; 
KEJ5NNEZM57998731	D3341952649	user17	9/13/2021	9/24/2021	529751	165.88	install curtain airbags; 
KFDWFBUV5X0109490	D3639339127	user12	11/4/2020	11/23/2020	202771	189.79	fix solar sunroof; fix cylinder head bolts; 
KFDWFBUV5X0109490	24-1651361	user13	1/2/2021	1/9/2021	240994	105.44	repair seatbelt force limiters; 
KFDWFBUV5X0109490	C5232024518	user13	3/4/2021	3/19/2021	780971	337.41	replace fuel filter; 
KFDWFBUV5X0109490	59-1521466	user29	4/7/2021	5/3/2021	979305	63.26	change purge valve; reconfigure service reminder light; 
KFDWFBUV5X0109490	C6697208198	user29	6/6/2021	8/7/2021	1076673	84.35	replace water pump; 
KFDWFBUV5X0109490	D3516713339	user15	8/22/2021	8/27/2021	1082116	63.26	remove oversteer; 
KQNPAEA80G5480328	94-2432098	user29	4/23/2021	6/14/2021	73219	867.09	set up auto-delay headlights; install parking sensors; 
KQNPAEA80G5480328	56-2291887	roland	9/14/2021	9/25/2021	587250	476.9	install anti-theft alarm; 
KRS3DYJP4LD943857	C9607630052	user15	12/1/2020	12/3/2020	245219	52.94	replace crankcase ventilation filter; fix steering damper; 
KRS3DYJP4LD943857	D3405738399	roland	12/9/2020	12/30/2020	307862	123.53	improve cylinder configuration; 
KRS3DYJP4LD943857	C3623479361	user12	2/2/2021	2/3/2021	567825	35.29	change memory settings of the onboard computer; fix power activated release; 
KRS3DYJP4LD943857	D8119514417	roland	2/26/2021	3/2/2021	831936	88.24	install on-board diagnosis system; adjust reverse tilt mirrors; 
KRS3DYJP4LD943857	B0529778191	user12	3/25/2021	4/17/2021	844388	300	adjust turn signals; replace brake pedal spring; 
KRS3DYJP4LD943857	A8301013876	user15	4/27/2021	6/24/2021	927484	511.77	adjust low fuel warning indicator; install vanity mirrors; 
KRS3DYJP4LD943857	A9110995031	user29	6/30/2021	7/12/2021	931902	194.12	replace tail lights; change coolant; 
KRS3DYJP4LD943857	D8269311874	user15	8/30/2021	9/16/2021	1359605	211.77	adjust low fuel warning indicator; repair shiftable automatic transmission; 
KSLB3XMCCOW534879	38-5109013	user12	5/1/2021	5/1/2021	47039	17.48	fix a-pillar; adjust climate control; 
KSLB3XMCCOW534879	C8363248808	user13	5/4/2021	5/11/2021	62223	122.37	replace ace filter; change wheel cylinders; 
KSLB3XMCCOW534879	D0369069698	user15	6/10/2021	6/18/2021	232969	122.37	fix steering damper; repair direct injection system; 
KSLB3XMCCOW534879	B1905472111	user33	7/14/2021	7/24/2021	406834	34.96	set up gyro sensor; replace fuel filter; 
KSLB3XMCCOW534879	52-9011162	user30	7/28/2021	8/16/2021	415336	87.41	replace catalytic converter; reduce fuel consumption; 
KSLB3XMCCOW534879	A6562833622	user17	8/23/2021	9/6/2021	426746	87.41	upgrade navigation system; install optional equipment; 
KTIZ8OU6F5U976916	B0490229322	roland	2/19/2021	2/21/2021	148638	32.95	adjust adaptive cruise control; attach seat extension; 
KTIZ8OU6F5U976916	A0836288701	user30	2/25/2021	4/4/2021	172881	280.08	replace liftgate window; fix cylinder head bolts; 
KTIZ8OU6F5U976916	A2549561818	user33	4/16/2021	5/7/2021	295495	148.28	change timing belt; fix power activated release; 
KTIZ8OU6F5U976916	C7966010586	user30	5/24/2021	5/25/2021	426364	16.48	replace tail lights; replace water pump; 
KTIZ8OU6F5U976916	C6697208198	user15	6/8/2021	6/21/2021	430964	16.48	adjust traction control system; fix solar sunroof; 
KTIZ8OU6F5U976916	85-3032731	user13	6/26/2021	8/9/2021	441082	494.26	install parking sensors; adjust reverse tilt mirrors; 
KTIZ8OU6F5U976916	C9725877677	user15	8/16/2021	9/23/2021	491365	164.75	make polarization coating; change air conditioner refrigerant; 
KW7MS4N3N71094103	A3410814072	user33	8/25/2021	9/9/2021	1708188	656.13	make polarization coating; change brake linings; 
KZO7LZXJXNR771606	C5684393032	roland	5/5/2021	5/12/2021	428917	66.23	fix rear hvac; change pcv filter/pcv valve; 
KZO7LZXJXNR771606	C2530704207	user15	5/19/2021	6/3/2021	480825	198.7	adjust block heater; replace tail lights; 
KZO7LZXJXNR771606	C9725877677	user17	6/5/2021	6/11/2021	490711	16.56	set up satellite radio; install vanity mirrors; 
KZO7LZXJXNR771606	B8560719297	user13	6/13/2021	6/19/2021	496023	66.23	fix steering damper; adjust reverse tilt mirrors; 
KZO7LZXJXNR771606	A7974811992	user29	6/21/2021	7/25/2021	497745	364.28	change timing belt; 
KZO7LZXJXNR771606	B9153577327	user30	8/6/2021	8/9/2021	526905	66.23	change coolant; adjust running boards; 
KZO7LZXJXNR771606	A5182568516	user12	8/23/2021	8/23/2021	652461	16.56	attach exterior camera; fix ventilated seats; 
KZO7LZXJXNR771606	A0943466017	user29	8/30/2021	9/9/2021	665294	182.14	attach seat extension; change brake linings; 
KZO7LZXJXNR771606	B9153577327	user30	9/17/2021	9/20/2021	694787	49.67	adjust running boards; fix deceleration system; 
L0FICXE1E74826637	B6629932093	user33	4/9/2021	5/14/2021	17656	375.46	replace ace filter; attach spoiler; 
L0FICXE1E74826637	B3493541660	user30	5/31/2021	6/9/2021	167426	83.44	fix nvh dampening system; install smoked glass; 
L0FICXE1E74826637	51-3984561	user33	7/17/2021	7/19/2021	573455	27.81	configure universal remote control; adjust seat belts tension; 
L0FICXE1E74826637	A0750292190	roland	9/10/2021	9/16/2021	1153081	55.62	adjust hybrid performance; replace steering column lock; 
LACZ7FVB5IL005861	A2549561818	user13	11/15/2020	2/5/2021	89418	2912.66	change steering rack; change pcv filter/pcv valve; 
LACZ7FVB5IL005861	61-1100139	user15	2/28/2021	6/3/2021	315242	3542.42	replace radiator hoses; attach seat extension; 
LDAX8MS7ZMA980634	C7720975467	user30	10/12/2020	10/14/2020	41784	23.75	repair cooled seats; 
LDAX8MS7ZMA980634	10-0374336	user33	10/24/2020	11/6/2020	128495	166.23	replace fuel filter; adjust reverse tilt mirrors; 
LDAX8MS7ZMA980634	C5820441797	user12	11/24/2020	1/2/2021	313186	166.23	set up satellite radio; adjust ignition timing; 
LDAX8MS7ZMA980634	B0667673329	user33	2/5/2021	3/14/2021	545125	106.86	replace stabilizer bar; adjust adaptive cruise control; 
LDAX8MS7ZMA980634	24-1651361	user15	6/10/2021	7/4/2021	1584309	296.84	fix solar sunroof; adjust accelerator pedal linkage; 
LDAX8MS7ZMA980634	C8363248808	user15	8/26/2021	9/21/2021	2195012	201.85	set up gyro sensor; 
LDMZ4BXPWOE239230	A0536865675	user12	5/2/2021	5/9/2021	104751	34.01	add heated windshield; fix solar sunroof; 
LDMZ4BXPWOE239230	A9383285395	user33	6/21/2021	6/30/2021	243904	136.03	install anti-theft alarm; fix sunroof; 
LDMZ4BXPWOE239230	B8560719297	user33	7/6/2021	7/23/2021	293848	510.1	replace radiator core & ac condenser; fix a-pillar; 
LDMZ4BXPWOE239230	C5684393032	user30	7/27/2021	7/28/2021	309279	68.01	upgrade navigation system; replace diverter valve; 
LDMZ4BXPWOE239230	09-5111889	user17	7/29/2021	7/31/2021	316837	34.01	install intelligent alternator; 
LDMZ4BXPWOE239230	97-1463799	user30	8/11/2021	8/26/2021	320268	238.05	replace water pump; 
LDMZ4BXPWOE239230	97-1463799	user12	9/10/2021	9/17/2021	463225	102.02	change coolant; change steering rack; 
LESQWAWRV7W196089	D5191373192	user30	12/20/2020	2/15/2021	127778	1569.68	adjust adaptive cruise control; upgrade navigation system; 
LESQWAWRV7W196089	C6697208198	user15	4/23/2021	6/21/2021	302171	976.69	change speaker configuration; install roof spoiler; 
LH6O7CO8LIP340892	C1874682232	user30	6/10/2021	6/14/2021	172547	11.63	install intelligent alternator; 
LH6O7CO8LIP340892	C4785358885	user33	8/10/2021	8/17/2021	412909	46.53	fix rear hvac; 
LIQR1KMIZ00707485	B0667673329	user15	7/3/2021	7/9/2021	7930	85.24	replace fuel filter; install turbocharger; 
LIQR1KMIZ00707485	C6697208198	user30	7/11/2021	7/29/2021	22034	85.24	attach exterior camera; install curtain airbags; 
LIQR1KMIZ00707485	D2205967267	user13	8/12/2021	8/18/2021	147204	85.24	remove oversteer; upgrade navigation system; 
LIQR1KMIZ00707485	B9701873535	user33	8/19/2021	8/22/2021	155357	85.24	install turbocharger; attach spoiler; 
LIQR1KMIZ00707485	B5240692276	roland	9/1/2021	9/3/2021	217129	170.47	replace radiator core & ac condenser; change suspension fluid; 
LIQR1KMIZ00707485	48-1769205	user29	9/6/2021	9/20/2021	235370	1022.85	change air conditioner refrigerant; fix a-pillar; 
LM8UDLK41OI479349	A0301796521	user17	1/13/2021	1/27/2021	37904	290.94	make polarization coating; attach seat extension; 
LM8UDLK41OI479349	B3613796899	user17	2/3/2021	3/20/2021	59112	2909.42	attach seat extension; 
LM8UDLK41OI479349	A6107738399	user15	3/21/2021	4/10/2021	66211	218.21	replace liftgate window; change wheel cylinders; 
LM8UDLK41OI479349	B3560453812	user30	4/27/2021	4/27/2021	243872	72.74	fix power activated release; install smoked glass; 
LM8UDLK41OI479349	C1301696678	user30	5/8/2021	5/23/2021	280449	1091.03	adjust traction control system; change air conditioner refrigerant; 
LM8UDLK41OI479349	B3493541660	user33	5/30/2021	6/21/2021	332266	945.56	fix deceleration system; install turbocharger; 
LM8UDLK41OI479349	D3677460785	user30	6/22/2021	6/24/2021	335294	72.74	attach seat extension; fix steering damper; 
LM8UDLK41OI479349	A4307733572	user30	7/14/2021	8/24/2021	569199	2691.22	adjust running boards; install separate rear audio; 
LM8UDLK41OI479349	C1874682232	user12	8/26/2021	8/27/2021	575930	72.74	attach spoiler; 
LMLJ20KCYXP867169	D6534556524	user29	3/14/2021	4/12/2021	1055346	229.9	adjust accelerator pedal linkage; adjust retractable mirrors; 
LMLJ20KCYXP867169	A0923389692	user30	4/14/2021	7/11/2021	1062619	2134.76	adjust ignition timing; change memory settings of the onboard computer; 
LMLJ20KCYXP867169	C2665896847	user15	7/28/2021	9/2/2021	1258389	591.16	fix external temperature display; change coolant; 
LQF5D64NCQ5461737	56-2291887	user17	6/2/2021	6/3/2021	6452	14.13	upgrade navigation system; fix deceleration system; 
LQF5D64NCQ5461737	D3769942713	user15	6/5/2021	6/8/2021	7423	56.53	adjust traction control system; adjust seat belts tension; 
LQF5D64NCQ5461737	D0985294389	user29	6/10/2021	6/18/2021	24680	42.39	fix cylinder head bolts; fix deceleration system; 
LQF5D64NCQ5461737	D6887650752	user13	6/28/2021	6/30/2021	48477	42.39	prevent fuel pump shutoff; make polarization coating; 
LQF5D64NCQ5461737	C7749249695	user29	7/8/2021	7/18/2021	130045	14.13	replace ace filter; prevent fuel pump shutoff; 
LQF5D64NCQ5461737	D2507219873	user13	7/21/2021	7/26/2021	154213	56.53	install parking sensors; install dusk-sensing headlights; 
LQF5D64NCQ5461737	D9983832656	user33	8/8/2021	8/12/2021	225023	70.66	change wheel cylinders; install intelligent alternator; 
LQF5D64NCQ5461737	A9383285395	user17	9/12/2021	9/16/2021	412726	42.39	adjust block heater; remove oversteer; 
LRMHWLY7067260293	D2205967267	user17	7/15/2021	8/8/2021	121294	227.84	adjust seat belts tension; replace timing belt tensioner; 
LRMHWLY7067260293	56-2291887	user30	8/9/2021	8/18/2021	130190	202.52	replace diverter valve; replace ace filter; 
LRMHWLY7067260293	B3613796899	user17	8/20/2021	8/24/2021	151808	126.58	adjust turn signals; install active pedestrian protection system; 
LRMHWLY7067260293	45-6711652	user17	8/30/2021	9/5/2021	168791	101.26	set up auto-delay headlights; adjust accelerator pedal linkage; 
LRMHWLY7067260293	A7476663773	user15	9/9/2021	9/11/2021	202598	50.63	make polarization coating; configure audio remote control; 
LUKTEC25L13491705	B1047114421	user12	1/31/2021	4/16/2021	95687	2653.56	set up auto-delay headlights; adjust regenerative braking; 
LUKTEC25L13491705	C6697208198	user30	4/25/2021	5/3/2021	130581	34.92	prevent fuel pump shutoff; replace fuel filter; 
LUKTEC25L13491705	A3706458629	user17	5/10/2021	7/17/2021	135607	1082.37	replace stabilizer bar; adjust regenerative braking; 
LUKTEC25L13491705	C8349669264	user29	8/8/2021	8/8/2021	380269	34.92	replace stabilizer bar; replace serpentine belt; 
LUKTEC25L13491705	D5191373192	user15	8/16/2021	9/9/2021	459241	768.14	add heated windshield; install parking sensors; 
LUKTEC25L13491705	94-3886618	user30	9/16/2021	9/20/2021	482615	139.66	adjust climate control; change speaker configuration; 
LVJGFVH42ZP066968	C2665896847	user12	2/7/2021	3/1/2021	104031	253.14	improve engine performance; 
LVJGFVH42ZP066968	A7476663773	user29	4/18/2021	4/26/2021	403924	25.31	replace timing belt tensioner; add heated windshield; 
LVJGFVH42ZP066968	42-4075529	user29	5/23/2021	6/14/2021	464306	291.11	fix ventilated seats; adjust climate control; 
LVJGFVH42ZP066968	87-8049695	user12	6/20/2021	6/22/2021	516826	12.66	install intelligent alternator; replace timing belt tensioner; 
LVJGFVH42ZP066968	A9110995031	user12	6/28/2021	7/6/2021	574608	37.97	refurbish power steering; improve engine performance; 
LVJGFVH42ZP066968	A8301013876	user13	7/11/2021	8/21/2021	593643	151.88	reconfigure service reminder light; replace serpentine belt; 
LVJGFVH42ZP066968	37-8167653	user30	9/8/2021	9/8/2021	608930	12.66	install optional equipment; fix solar sunroof; 
LVJGFVH42ZP066968	B8267603424	user13	9/12/2021	9/20/2021	638740	113.91	fix power activated release; 
LW4TX2CG6JA656800	38-5109013	user15	6/20/2021	6/23/2021	150886	16.59	replace tail lights; install vanity mirrors; 
LW4TX2CG6JA656800	A0923389692	user30	7/2/2021	7/6/2021	258519	33.18	set up satellite radio; replace radiator hoses; 
LW4TX2CG6JA656800	A0750292190	user33	8/4/2021	8/6/2021	525817	16.59	attach exterior camera; install active pedestrian protection system; 
LW4TX2CG6JA656800	B4901838775	user30	9/4/2021	9/9/2021	597824	82.94	replace ace filter; fix broken tow hooks; 
LW4TX2CG6JA656800	B4747383483	user12	9/10/2021	9/17/2021	602671	82.94	upgrade navigation system; adjust retractable mirrors; 
M7HJ4VAUP8V507732	D3639339127	user12	2/14/2021	3/11/2021	259813	96.82	fix rear hvac; 
M7HJ4VAUP8V507732	24-1651361	user13	3/28/2021	3/29/2021	396523	96.82	upgrade navigation system; replace steering column lock; 
M7HJ4VAUP8V507732	A7974811992	user12	3/31/2021	4/8/2021	399240	48.41	adjust reverse tilt mirrors; set up satellite radio; 
M7HJ4VAUP8V507732	A0750292190	user29	4/17/2021	5/4/2021	406678	580.89	fix air filter restriction indicator; change brake linings; 
M7HJ4VAUP8V507732	D4638312523	user30	5/26/2021	6/28/2021	653973	1645.86	attach spoiler; 
M7HJ4VAUP8V507732	A3706458629	user17	8/24/2021	8/26/2021	880040	145.22	fix broken tow hooks; install vanity mirrors; 
M7HJ4VAUP8V507732	A9824759625	user15	8/31/2021	9/12/2021	890760	580.89	install smoked glass; change brake linings; 
MBDGBO1V8RG307817	C2673914348	user30	5/23/2021	5/29/2021	45113	104.21	add heated windshield; 
MBDGBO1V8RG307817	D8119514417	user13	6/6/2021	7/9/2021	97670	208.42	install vanity mirrors; refurbish power steering; 
MBDGBO1V8RG307817	B9986557803	user13	7/11/2021	8/11/2021	112433	625.26	change oil filter; 
MBDGBO1V8RG307817	A9824759625	user29	8/24/2021	8/25/2021	179446	26.05	adjust regenerative braking; adjust turn signals; 
MBDGBO1V8RG307817	B3613796899	user15	8/27/2021	9/8/2021	185121	286.58	adjust accelerator pedal linkage; repair shiftable automatic transmission; 
MBDGBO1V8RG307817	C7749249695	user29	9/17/2021	9/17/2021	272701	26.05	change speaker configuration; replace stabilizer bar; 
MDSNOZYL2ZL732848	D6534556524	user30	2/11/2021	3/4/2021	71502	38.54	fix broken tow hooks; reduce fuel consumption; 
MDSNOZYL2ZL732848	C3623479361	user13	3/23/2021	4/15/2021	130861	77.08	replace radiator core & ac condenser; 
MDSNOZYL2ZL732848	B8560719297	user29	4/27/2021	5/10/2021	153129	51.39	fix rear hvac; fix power activated release; 
MDSNOZYL2ZL732848	B6287650227	user29	6/24/2021	9/25/2021	535489	629.47	check drive axle boots; 
MJB8QWUK0PM433047	C7405915994	user17	6/28/2021	7/20/2021	37755	383.13	repair cooled seats; fix solar sunroof; 
MJB8QWUK0PM433047	B1302071867	user17	7/26/2021	8/10/2021	63267	133.26	replace radiator hoses; install separate rear audio; 
MKNBPQIJ74V430424	07-6913915	roland	7/14/2021	8/2/2021	135006	344.29	adjust accelerator pedal linkage; fix cylinder head bolts; 
MKNBPQIJ74V430424	D8805924960	user12	9/13/2021	9/19/2021	315980	36.24	configure universal remote control; adjust hybrid performance; 
MO4IRL8VERY769844	C5471875763	roland	4/8/2021	4/22/2021	152016	106.3	change memory settings of the onboard computer; fix deceleration system; 
MO4IRL8VERY769844	D8406096764	roland	4/23/2021	5/9/2021	155767	637.8	repair cooled seats; attach spoiler; 
MO4IRL8VERY769844	D9854901324	user15	5/13/2021	5/22/2021	190634	425.2	repair direct injection system; fix sunroof; 
MO4IRL8VERY769844	C0315829968	user12	6/8/2021	6/11/2021	321598	159.45	adjust low fuel warning indicator; change timing belt; 
MO4IRL8VERY769844	B6287650227	user30	7/9/2021	7/26/2021	429962	744.1	install vanity mirrors; replace steering column lock; 
